Id,Hour1,Hour2,Hour3,Lat,Lon,Posts,FrMeanLat,FrMeanLon
6603,4,3,5,35.766,139.633,194,32.699,94.145
6604,16,0,18,38.971,-95.235,1472,36.278,-80.219
6605,20,18,19,52.529,13.390,27,52.530,13.411
6606,18,3,22,35.938,-78.563,25,35.793,-78.664
6607,3,2,0,40.887,-73.155,78,40.278,-87.197
6608,17,18,21,60.175,24.934,411,49.199,-39.794
6609,20,25,25,39.349,-76.619,1,41.629,-86.229
6610,20,15,4,39.836,-105.037,8,37.250,-103.376
6611,10,13,25,0.000,0.000,3,18.250,-77.500
6613,0,17,23,49.249,-123.119,3,49.266,-123.117
6614,22,18,3,40.750,-73.416,22,25.240,-35.586
6616,17,0,3,45.538,-122.876,27,45.487,-122.891
6617,14,25,25,30.327,-97.673,1,34.740,-91.048
6618,2,9,1,37.049,140.889,99,18.822,96.005
6619,13,14,15,9.350,-83.700,1321,22.409,-57.057
6621,15,8,25,4.632,-74.062,2,23.520,-75.290
6622,8,25,25,39.968,116.439,1,39.968,116.439
6623,1,4,0,33.993,-81.055,53,34.097,-84.782
6624,15,25,25,50.348,9.525,1,38.232,-122.636
6625,1,12,10,35.649,139.797,169,35.352,138.242
6626,0,5,7,5.423,100.330,40,47.296,-37.881
6627,1,22,15,42.415,-71.156,113,39.588,-78.882
6628,17,2,19,47.606,-122.332,22,45.906,-117.231
6630,16,17,25,40.425,-86.908,4,29.602,-53.200
6631,16,17,25,41.881,-87.656,4,42.061,-87.737
6632,22,2,17,29.749,-95.396,23,32.681,-93.530
6633,22,13,6,41.069,28.991,3,31.648,-24.492
6634,7,4,5,37.367,127.107,18,0.000,0.000
6635,4,0,21,40.619,-73.989,37,35.969,-80.388
6636,5,25,25,45.365,-122.612,1,4.569,9.532
6638,23,25,25,45.529,-122.659,1,33.669,-117.561
6639,16,15,20,51.679,-0.396,6,50.790,-1.072
6640,12,20,11,56.051,12.098,5,55.755,12.554
6643,21,2,19,39.037,-94.632,71,39.177,-96.349
6644,22,21,18,56.671,12.855,13,59.329,18.062
6646,3,4,15,35.791,-78.781,5,33.766,-118.189
6647,16,7,17,56.050,13.083,828,43.325,-51.707
6648,1,0,18,36.372,-94.208,236,36.126,-94.149
6650,16,25,25,43.700,-79.416,1,49.249,-123.119
6651,20,17,4,47.670,-122.282,125,44.822,-122.253
6652,5,4,25,40.233,-111.658,2,40.313,-111.796
6653,8,25,25,50.828,3.264,1,50.913,3.486
6654,17,2,19,30.468,-97.800,4,35.767,-78.698
6655,14,25,25,13.750,100.516,2,13.750,100.516
6657,23,4,17,33.996,-118.476,5,33.992,-118.335
6659,15,14,17,35.860,-78.590,21,35.723,-80.895
6660,4,25,25,37.774,-122.419,1,42.037,-104.556
6661,14,25,25,38.892,-77.072,1,29.510,-32.964
6662,14,21,13,38.209,-85.703,3,0.000,0.000
6664,15,25,25,26.280,-98.326,3,25.901,-97.497
6665,1,25,25,-22.902,-43.207,2,-22.902,-43.207
6666,6,4,5,35.610,139.716,330,33.151,100.451
6667,5,23,3,40.597,-73.977,6,40.714,-74.005
6669,22,21,23,18.391,-66.101,40,18.470,-66.410
6670,16,25,25,33.229,-87.577,2,40.760,-111.891
6671,3,25,25,39.066,-77.154,1,38.926,-77.391
6672,2,1,5,29.748,-95.378,14,29.748,-95.378
6673,20,15,14,0.000,0.000,28,20.894,-156.470
6674,0,22,7,40.675,-73.971,6,-10.911,-37.071
6675,6,7,2,-27.477,153.020,21,45.616,-61.998
6676,0,17,12,15.588,32.534,3,15.522,-4.308
6677,22,8,15,48.904,2.310,5,48.389,3.187
6678,1,25,25,37.383,-122.012,1,40.672,-47.718
6679,20,25,25,42.823,-85.665,1,40.763,-111.888
6680,14,20,17,51.513,-0.126,115,56.086,4.040
6681,5,6,8,21.291,-157.843,155,24.949,-145.025
6682,3,22,6,33.598,-84.411,82,33.776,-84.174
6683,15,16,13,26.712,-80.070,150,38.039,23.761
6684,13,25,25,52.516,13.400,1,52.544,13.417
6685,15,16,14,36.165,-86.784,211,0.000,0.000
6686,21,22,0,29.989,-95.744,19,35.297,-99.050
6687,22,13,23,38.801,-77.081,5,35.204,-101.840
6688,14,11,25,45.800,16.000,2,45.800,16.000
6689,18,14,10,57.810,12.397,3,59.340,18.079
6690,0,25,25,45.522,-122.657,2,39.748,-105.003
6691,7,18,4,40.696,-73.838,7,40.691,-73.806
6693,14,25,25,53.796,-1.547,3,43.715,-58.886
6694,14,20,5,32.312,-106.778,4,32.295,-106.748
6695,11,12,14,35.666,139.783,28,35.627,139.884
6696,19,18,20,0.000,0.000,256,16.977,-52.369
6697,13,25,25,42.983,-81.233,2,38.612,-95.042
6698,7,5,1,26.238,-98.177,7,26.261,-98.206
6699,2,23,20,0.000,0.000,80,17.052,-55.831
6700,6,23,4,35.531,139.494,285,36.144,139.584
6701,7,8,12,60.400,25.666,69,60.924,24.953
6702,5,4,20,33.775,-84.402,51,38.416,-84.570
6703,7,2,16,41.499,-81.695,7,41.439,-81.735
6707,5,25,25,37.562,-122.325,1,33.448,-104.957
6708,19,22,25,29.761,-95.365,2,30.040,-96.569
6709,0,1,16,29.613,-98.498,110,33.114,-89.708
6710,1,0,25,37.686,-97.333,2,37.704,-97.339
6712,5,4,6,35.450,139.650,622,32.806,127.350
6713,3,0,15,32.783,-96.806,4,39.490,-66.925
6714,0,21,18,49.249,-123.119,30,41.352,-99.463
6715,1,15,25,41.487,-71.555,2,41.042,-88.183
6716,16,21,25,29.761,-95.368,4,29.801,-95.424
6717,20,25,25,36.846,-76.285,1,36.840,-85.328
6719,17,25,25,37.405,-122.033,1,37.386,-122.034
6720,10,17,16,53.545,9.987,4,52.523,9.418
6721,15,13,12,39.806,-83.886,4,39.569,-89.010
6722,6,7,16,33.898,-118.395,3,35.020,-109.362
6724,14,10,0,0.000,0.000,27,35.472,133.061
6725,3,25,25,34.121,-117.593,1,34.050,-117.820
6726,22,25,25,37.774,-122.419,1,37.997,-122.550
6727,4,5,3,32.827,130.780,115,22.781,90.079
6728,16,17,10,59.330,17.998,114,58.073,13.936
6729,22,25,25,42.331,-71.121,1,37.573,-77.537
6730,15,25,25,55.635,12.576,2,55.581,12.987
6731,20,25,25,40.714,-74.005,1,43.678,-79.441
6732,8,25,25,-33.979,18.482,1,-30.008,23.244
6734,5,3,4,45.429,-122.714,120,43.209,-122.024
6735,13,12,22,52.360,4.863,12,26.384,35.518
6736,1,3,2,34.807,137.275,77,34.988,136.892
6739,3,19,14,33.938,-117.535,10,33.730,-118.018
6740,20,10,12,50.731,-1.857,2100,45.601,-39.534
6742,22,7,25,-27.200,153.110,2,-27.498,153.053
6743,21,22,23,55.948,-3.207,4,0.000,0.000
6744,14,25,25,42.358,-71.059,1,41.647,-72.160
6745,18,25,25,37.287,-121.949,1,37.287,-121.949
6746,22,7,23,39.614,-77.404,5,-10.911,-37.071
6748,23,25,25,53.967,27.576,1,40.440,-79.995
6749,21,25,25,51.000,-0.933,1,51.183,-0.600
6750,4,18,3,47.606,-122.332,224,47.452,-122.285
6751,19,25,25,48.208,16.372,1,48.226,16.342
6753,4,14,13,35.738,139.572,115,36.621,90.939
6754,21,4,22,35.466,139.466,35,35.495,139.584
6755,0,23,1,34.746,-92.289,69,35.367,-93.274
6756,23,11,2,39.965,-75.139,7,40.006,-75.177
6757,0,19,7,39.767,-86.156,7,39.346,-81.619
6758,4,25,25,37.386,-122.083,2,37.339,-121.894
6760,11,25,25,49.589,11.003,1,49.599,11.004
6761,22,9,13,64.751,-147.349,9,37.632,-53.790
6762,13,19,23,39.981,-75.356,386,33.617,-52.933
6763,19,23,16,42.283,-87.953,3,38.584,-92.521
6764,9,15,13,47.383,8.050,31,47.370,8.043
6765,7,22,19,44.552,-69.631,7,35.154,-80.826
6767,1,19,25,39.739,-104.984,2,39.748,-105.000
6768,16,19,12,38.716,-9.133,15,38.718,-9.136
6769,12,13,18,51.041,-0.900,16,48.844,2.359
6770,13,25,25,14.556,121.029,1,14.602,121.058
6771,2,19,18,37.653,-122.091,20,39.762,-104.982
6772,13,25,25,51.757,4.165,1,52.069,4.348
6773,16,14,25,30.079,-95.417,3,29.832,-95.482
6775,3,25,25,-31.100,150.933,1,44.799,-91.501
6776,17,25,25,37.368,-122.036,1,37.553,-122.319
6778,23,18,25,-33.300,-66.350,2,-34.746,-58.194
6779,20,25,25,32.941,-97.134,1,32.844,-97.143
6780,2,20,1,29.770,-95.410,13,32.026,-90.861
6781,16,9,8,41.850,-87.650,23,33.552,-16.220
6782,13,11,10,47.375,8.553,76,47.403,8.554
6783,18,20,4,33.810,-117.918,9,0.000,0.000
6784,1,17,16,44.984,-93.272,35,42.843,-96.177
6785,13,25,25,38.716,-9.133,1,38.716,-9.133
6786,3,0,19,35.197,-84.855,9,38.525,-89.900
6787,8,9,11,-7.977,112.628,2100,-6.407,110.891
6788,14,16,22,37.270,-79.941,905,33.153,-91.477
6789,1,25,25,35.979,-78.509,1,35.993,-78.903
6790,1,19,21,39.766,-104.979,272,39.910,-105.160
6791,21,15,19,40.464,-86.932,117,36.325,-13.902
6792,18,14,21,41.244,-75.864,6,36.414,-71.478
6793,2,7,3,49.139,-122.819,18,49.149,-122.854
6794,22,18,23,30.916,74.600,17,34.181,-13.891
6795,10,20,16,55.886,12.522,103,54.711,2.559
6798,6,7,14,35.469,139.461,7,26.994,105.145
6799,21,20,0,41.099,-80.649,408,37.353,-77.423
6800,19,0,25,41.480,-71.522,2,0.000,0.000
6801,15,9,12,48.250,11.650,14,48.169,11.584
6802,4,5,7,26.888,75.751,3,0.000,0.000
6803,9,20,8,51.955,5.227,101,50.975,17.296
6804,18,12,15,45.266,5.616,16,48.853,2.348
6805,20,17,2,40.014,-105.270,14,40.653,-97.780
6806,8,11,12,35.666,139.783,18,35.734,139.661
6807,14,15,4,40.720,-73.847,5,32.544,-94.367
6808,12,14,5,28.531,-81.376,14,28.422,-81.379
6809,17,25,25,43.768,11.256,1,39.791,-37.605
6810,15,0,1,43.519,-114.315,83,45.051,-119.825
6812,2,0,19,40.916,-74.024,4,40.892,-73.972
6813,16,3,4,26.301,-98.163,7,26.215,-98.325
6814,10,25,25,52.507,13.467,1,43.292,-52.431
6815,19,3,2,44.058,-121.315,66,40.717,-106.687
6816,2,22,21,41.208,-73.891,191,40.873,-65.147
6817,4,18,6,45.523,-122.676,42,44.899,-120.091
6818,23,25,25,33.669,-117.823,1,32.581,-117.076
6820,16,6,5,35.665,139.731,59,35.452,138.488
6821,14,18,22,50.955,6.910,74,50.933,6.950
6822,2,1,17,38.902,-77.036,70,42.106,-108.263
6823,14,21,16,33.204,-86.862,35,33.992,-87.885
6824,8,20,2,60.175,24.934,5,31.693,118.510
6825,2,4,3,39.704,-105.081,358,39.721,-104.311
6826,6,7,18,60.175,24.934,64,59.722,23.607
6827,20,25,25,34.019,-118.491,2,34.050,-118.358
6828,14,23,13,51.508,-0.125,12,37.531,-96.230
6829,0,20,23,47.581,-122.335,5,47.581,-122.335
6830,15,1,19,38.892,-77.023,13,39.952,-104.945
6831,15,21,25,45.464,9.189,3,43.914,11.286
6832,10,0,4,35.691,139.774,117,35.916,138.900
6833,2,0,1,47.496,-122.111,1123,47.568,-122.267
6834,18,16,11,60.196,24.953,24,60.245,24.890
6835,1,20,2,40.014,-105.270,104,40.017,-105.273
6836,17,25,25,0.000,0.000,1,0.000,0.000
6837,15,0,25,45.420,-75.690,2,45.424,-75.690
6838,22,4,15,34.090,-118.361,7,35.249,-119.754
6839,16,25,25,40.428,-79.977,2,21.291,-157.819
6840,2,0,1,33.605,-112.069,45,36.812,-101.470
6841,17,25,25,40.373,-75.629,1,40.127,-75.460
6842,17,5,25,41.879,-87.624,2,53.796,-1.383
6843,1,12,14,35.994,-78.898,9,35.993,-78.903
6844,5,23,19,36.118,-115.172,9,0.000,0.000
6845,17,6,18,50.946,6.892,39,49.966,8.438
6846,20,1,2,33.673,-112.249,301,31.940,-97.821
6847,19,4,2,37.526,-122.265,4,37.580,-122.343
6849,17,15,19,46.046,-118.388,15,44.553,-115.652
6850,14,20,13,37.983,23.733,3,50.483,10.642
6851,13,20,17,45.159,-92.993,3,44.926,-93.156
6852,0,17,21,39.415,-81.454,1119,22.997,-63.675
6853,22,16,15,47.664,-122.298,55,47.654,-122.284
6854,17,12,25,41.455,-81.917,2,40.116,-88.243
6855,12,9,19,51.250,4.500,19,50.927,5.022
6856,15,17,4,-23.560,-46.671,71,-22.255,-45.174
6857,10,19,12,51.906,4.459,21,51.973,4.565
6858,17,25,25,29.954,-90.075,2,39.704,-104.933
6859,19,1,25,35.845,-86.390,2,36.029,-86.786
6861,11,21,17,35.393,-80.761,162,30.116,-69.431
6862,9,10,25,45.050,7.694,3,45.059,7.669
6863,16,8,12,59.433,24.728,10,59.301,24.978
6866,7,6,25,34.052,-118.243,2,29.420,-98.553
6867,18,0,15,47.358,8.526,29,47.361,8.562
6868,2,1,25,37.694,-121.746,5,37.702,-121.935
6869,13,4,2,37.818,140.431,80,35.672,139.722
6870,23,25,25,37.774,-122.419,2,59.238,15.177
6871,14,13,25,59.908,10.795,2,59.912,10.789
6872,17,21,23,45.110,-93.307,21,45.031,-93.327
6873,20,13,17,45.945,-66.665,344,39.467,-83.768
6874,20,14,13,53.318,-3.389,61,45.516,-40.731
6875,2,4,22,37.773,-122.417,192,38.532,-107.880
6876,13,3,21,28.388,-81.565,4,34.189,-61.655
6877,20,21,2,40.018,-105.276,167,36.891,-83.248
6878,0,1,8,1.366,103.800,21,0.000,0.000
6879,21,25,25,41.823,-71.412,2,41.828,-71.409
6880,9,25,25,54.378,-5.742,1,53.333,-6.248
6881,20,25,25,40.745,-74.007,2,34.077,-118.376
6882,21,20,19,34.042,-118.266,28,38.894,-93.331
6883,3,2,5,37.000,127.500,10,37.562,126.968
6885,6,25,25,25.116,55.135,1,21.572,39.136
6886,13,15,14,50.166,-5.100,19,40.816,-77.748
6887,11,0,15,51.508,-0.125,8,51.553,-0.100
6888,21,1,25,38.224,-85.567,2,41.403,-80.572
6889,1,23,0,28.538,-81.379,57,31.059,-71.718
6890,11,12,13,46.201,6.038,194,56.692,4.237
6891,10,8,4,39.760,-98.500,44,51.398,-0.123
6892,16,25,25,40.714,-74.005,1,40.750,-73.990
6893,17,5,4,34.052,-118.243,27,36.361,-112.571
6894,16,22,18,48.152,11.540,16,48.175,11.599
6895,1,15,25,-23.553,-46.676,3,-17.706,-48.299
6896,5,25,25,35.000,105.000,1,23.119,113.310
6897,0,19,7,37.441,-122.143,19,37.581,-122.351
6899,11,25,25,0.000,0.000,1,22.793,-31.363
6900,15,16,1,32.851,-96.809,13,33.765,-95.806
6901,5,25,25,33.365,-112.321,2,33.478,-112.073
6902,15,16,17,33.401,-86.954,480,37.250,-119.751
6904,4,0,3,39.644,-106.594,5,39.415,-108.591
6905,1,25,25,37.665,-77.506,1,37.529,-77.424
6906,1,25,25,34.019,-118.491,1,34.004,-118.358
6908,21,3,5,37.748,-122.433,101,36.446,-108.847
6910,12,21,0,33.940,-118.132,6,18.894,-61.197
6911,2,5,7,36.480,140.377,111,28.253,109.947
6912,15,14,18,49.208,6.994,7,49.011,8.416
6915,2,25,25,38.900,-77.016,1,39.166,-78.159
6916,21,18,20,37.128,-121.653,4,37.218,-121.710
6917,14,23,25,29.757,-95.363,2,39.509,-91.340
6918,23,17,19,32.703,-97.416,15,32.851,-97.035
6919,6,20,25,43.613,-116.203,2,37.445,-122.161
6920,2,20,22,45.638,-122.661,71,39.807,-99.759
6922,4,25,25,34.096,-83.761,1,34.120,-84.004
6924,0,21,25,10.696,122.564,2,10.696,122.564
6925,8,9,6,35.675,139.710,113,35.064,138.678
6927,9,25,25,35.672,140.120,2,35.678,139.672
6928,18,10,1,32.271,-111.071,9,33.414,-111.909
6930,18,21,25,30.224,-92.019,3,33.012,-96.945
6931,18,21,25,34.052,-118.243,2,40.939,-72.989
6933,21,3,22,37.318,-121.842,554,33.417,-104.622
6934,3,25,25,42.742,-71.591,1,42.523,-71.292
6935,17,2,19,45.523,-122.676,1149,42.594,-108.211
6936,20,19,18,36.116,-115.172,5,37.353,-118.070
6937,19,21,7,38.249,-122.039,3,38.717,-121.292
6938,12,11,16,50.873,0.011,63,38.829,-28.729
6939,18,14,4,40.023,-86.161,7,41.691,-93.794
6940,8,7,19,56.250,15.600,336,49.275,-35.615
6941,0,25,25,30.209,-97.746,1,31.095,-101.287
6942,6,25,25,38.846,-77.306,1,38.838,-77.324
6943,15,0,18,39.013,-94.841,108,38.097,-79.236
6944,2,3,25,41.077,-81.513,3,41.061,-81.495
6945,19,0,23,51.050,3.716,5,51.124,4.072
6946,23,2,1,43.212,-77.431,155,42.516,-82.670
6947,21,20,25,36.165,-86.784,2,34.730,-89.500
6948,18,25,25,19.388,-99.015,1,0.000,0.000
6949,18,2,20,47.727,-122.122,18,48.182,-88.302
6950,1,21,4,34.147,-118.144,11,27.964,-82.548
6951,19,12,17,-33.528,-70.676,33,-33.489,-70.633
6952,23,1,8,33.820,-116.544,7,33.883,-84.514
6953,3,25,25,28.226,-97.961,3,36.888,-106.027
6954,15,19,18,33.491,-112.078,1328,34.623,-112.458
6956,11,3,5,39.290,-76.612,15,38.049,-78.616
6957,18,2,19,47.138,-122.900,5,47.037,-122.928
6958,21,25,25,39.045,-77.085,1,38.944,-77.104
6959,17,23,21,30.456,-97.603,13,32.638,-100.175
6960,4,8,19,40.714,-74.005,148,51.508,-0.125
6961,15,25,25,37.784,-79.442,2,33.836,-116.527
6962,1,9,25,13.681,100.660,5,13.609,100.599
6963,21,22,25,38.512,-90.443,2,0.000,0.000
6964,18,2,15,41.364,-87.441,52,40.605,-93.358
6965,14,25,25,49.333,3.300,1,60.166,24.944
6966,6,8,10,-27.479,153.005,350,-12.882,94.450
6967,0,25,25,48.896,2.256,2,32.578,1.560
6968,12,11,8,35.128,136.983,20,35.208,139.038
6969,0,18,1,59.329,18.062,5,35.141,-90.055
6970,22,7,8,-33.886,151.215,3,8.796,74.312
6973,9,10,17,51.748,-1.232,35,52.416,-4.066
6975,11,0,3,35.416,139.342,7,35.623,139.609
6976,20,25,25,38.969,-77.386,1,37.890,-82.770
6977,5,0,6,47.614,-122.319,24,45.485,-119.103
6978,14,13,16,-33.421,-70.593,106,-33.450,-70.666
6980,1,2,25,47.380,-122.234,2,41.594,-113.328
6981,4,21,23,34.092,-118.124,8,33.890,-118.398
6982,18,17,16,63.424,10.441,246,63.424,10.459
6983,6,0,7,32.707,-117.156,186,33.057,-49.552
6984,5,7,23,33.846,-117.978,19,30.339,-78.947
6985,18,15,3,33.737,-84.320,127,35.392,-89.176
6986,1,21,18,39.055,-77.094,592,35.854,-70.299
6987,19,25,25,43.667,-71.499,1,32.869,-96.945
6988,19,21,8,29.763,-95.363,18,30.005,-95.418
6989,4,22,6,38.360,-75.599,8,36.276,-111.097
6990,16,15,12,52.529,13.401,9,51.982,13.784
6991,8,25,25,30.486,-90.956,1,33.436,27.061
6992,18,19,22,41.886,-87.642,153,37.520,-85.582
6994,18,17,20,36.447,-116.852,5,42.193,13.723
6996,20,22,17,47.540,-122.288,41,45.339,-121.654
6997,13,11,25,52.300,-1.533,4,50.076,-11.675
6998,1,3,17,29.619,-95.634,36,31.181,-97.649
7000,22,18,0,38.904,-77.022,4,39.743,-104.962
7002,5,19,6,39.619,-104.993,21,39.766,-105.074
7004,23,16,0,36.723,-76.243,12,40.622,-82.142
7005,0,1,23,41.972,-87.651,1129,39.674,-91.504
7007,15,0,25,59.339,24.916,2,59.940,10.752
7008,5,25,25,37.774,-122.419,1,47.606,-122.332
7009,5,2,6,37.639,-120.996,84,39.229,-110.455
7010,23,21,9,59.317,18.027,122,54.429,-12.697
7012,2,25,25,39.961,-82.998,1,29.424,-98.493
7013,6,25,25,38.624,-90.150,2,38.956,-94.592
7014,22,20,19,47.691,-122.355,67,47.621,-122.334
7015,18,17,2,41.611,2.090,5,39.458,-91.157
7016,5,6,9,36.000,138.000,52,35.674,139.521
7017,23,22,25,45.638,-122.661,7,45.494,-122.637
7018,3,1,2,40.014,-105.270,2073,39.190,-95.599
7019,0,14,2,-33.408,-70.576,69,-32.654,-71.737
7021,3,11,10,35.166,136.916,12,37.850,138.342
7022,21,25,25,37.804,-122.270,1,27.937,-82.244
7023,18,14,2,39.149,-86.538,21,39.363,-88.217
7024,22,25,25,40.096,-75.297,2,40.027,-75.238
7026,7,6,4,35.630,139.793,148,35.650,139.733
7027,3,4,6,43.181,141.756,1500,32.355,110.163
7028,23,25,25,0.000,0.000,1,47.667,-122.398
7029,3,2,18,32.230,-95.432,109,33.190,-98.615
7030,1,16,12,40.714,-74.005,8,38.634,-79.890
7031,1,13,17,55.766,-4.333,9,56.400,-3.433
7032,11,25,25,51.216,4.416,2,46.029,49.532
7033,5,25,25,39.048,-95.678,1,39.049,-95.731
7034,0,1,5,47.688,-122.391,17,41.639,-113.315
7035,13,25,25,43.759,-79.390,1,43.700,-79.416
7036,6,2,21,33.748,-84.387,104,36.503,-88.818
7037,16,19,15,38.209,-85.703,33,38.275,-85.710
7039,3,25,25,37.417,-122.024,2,37.578,-122.215
7040,2,3,13,31.917,131.442,14,33.622,134.121
7041,1,13,0,-27.400,152.966,15,-33.864,151.204
7042,1,16,0,30.267,-97.743,8,44.955,-93.474
7043,17,20,2,44.080,-103.231,73,44.505,-69.778
7044,17,25,25,41.850,-87.650,1,40.453,-86.110
7045,17,15,1,34.867,-82.372,177,34.795,-82.319
7046,19,6,3,19.189,72.841,50,26.214,31.257
7047,1,23,0,41.822,12.509,17,41.742,12.648
7049,14,17,7,35.304,138.936,21,28.475,133.476
7050,0,2,5,-32.016,115.950,227,-26.522,119.468
7051,16,25,25,47.357,8.502,1,37.774,-122.419
7053,4,12,13,0.000,0.000,319,17.842,69.847
7054,7,25,25,39.739,-104.984,1,39.609,-104.887
7056,23,20,22,51.466,-0.850,3,45.846,-46.067
7057,3,20,1,36.027,-115.090,17,42.145,-102.938
7058,6,13,12,48.890,2.377,16,49.328,2.645
7059,15,1,0,42.323,-71.253,57,40.084,-32.496
7060,5,19,21,38.746,-121.226,238,37.689,-120.986
7061,0,25,25,29.138,-80.995,1,29.480,-81.135
7062,22,25,25,39.739,-104.984,1,40.120,-104.160
7063,16,25,25,28.549,-81.397,3,28.251,-81.964
7065,14,13,11,49.033,2.066,8,59.433,24.728
7066,3,8,4,-27.452,153.044,44,-27.854,152.856
7067,1,25,25,45.487,-122.803,1,39.743,-104.962
7068,17,25,25,33.820,-118.187,1,33.806,-118.158
7069,0,21,25,33.744,-118.387,4,38.941,-109.893
7070,17,25,25,42.562,-83.125,1,39.412,-88.886
7071,3,4,15,13.688,100.749,20,37.912,139.061
7072,16,2,22,30.332,-81.655,11,30.312,-81.701
7073,15,19,7,48.171,11.641,149,47.800,13.033
7074,0,25,25,37.882,-122.238,1,37.774,-122.419
7075,18,1,2,34.066,-84.169,122,33.438,-67.089
7076,10,23,22,50.350,3.533,8,48.388,2.259
7077,9,18,14,44.566,11.340,3,35.257,7.810
7078,14,4,7,35.717,139.619,14,35.709,139.555
7079,16,3,17,28.555,-81.377,1036,28.801,-81.328
7080,22,25,25,34.204,-84.175,1,0.000,0.000
7081,19,20,18,42.373,-71.096,67,34.921,-56.892
7082,16,23,8,41.939,-87.684,29,40.348,-91.221
7083,15,13,9,56.170,14.875,65,56.164,14.875
7084,21,25,25,35.486,-86.985,1,40.687,-80.271
7085,20,10,21,42.989,11.869,13,40.765,-9.548
7086,23,25,25,33.883,-84.514,1,34.023,-84.615
7087,10,16,18,51.696,-3.906,13,52.112,-2.345
7088,10,5,11,35.683,139.916,51,35.770,139.519
7089,22,21,0,41.850,-87.650,26,41.821,-87.785
7090,15,8,10,49.973,9.158,66,49.802,9.937
7091,17,2,8,64.056,-21.970,6,51.912,4.552
7092,20,3,23,21.543,39.172,11,27.232,35.384
7093,21,22,0,40.348,-74.659,4,0.000,0.000
7094,12,10,0,-37.750,144.966,40,7.689,56.959
7095,21,8,3,37.804,-122.270,5,38.116,-115.391
7096,0,25,25,51.369,1.419,2,51.279,1.081
7097,14,25,25,43.704,-79.351,1,43.758,-79.242
7098,1,20,2,30.397,-97.748,6,33.645,-95.301
7103,23,25,25,55.676,12.568,1,55.677,12.580
7105,19,22,20,26.237,-80.124,348,43.112,-1.797
7106,13,14,22,41.979,-87.673,4,41.000,-90.180
7107,1,25,25,52.292,-1.531,1,52.350,-1.516
7108,1,0,23,43.700,-79.416,54,23.205,-60.819
7109,23,15,10,51.900,-2.083,8,26.800,-25.640
7111,18,15,0,39.575,-76.995,13,50.843,-59.437
7112,12,13,20,49.356,0.069,35,45.086,-14.993
7113,4,25,25,43.491,-71.022,3,43.537,-70.350
7114,3,9,20,48.749,-122.479,19,39.480,-98.308
7115,0,10,9,-33.872,151.204,4,-33.810,151.014
7116,2,3,1,39.739,-104.984,91,39.895,-102.936
7118,23,21,22,37.739,-122.467,25,44.362,-54.982
7119,21,25,25,44.942,-93.099,1,51.379,-2.365
7121,19,18,20,47.566,7.587,237,46.762,-8.891
7123,10,6,11,60.175,24.934,7,0.000,0.000
7124,22,17,16,42.327,-88.041,223,37.722,-77.801
7125,4,9,8,22.198,113.543,60,20.212,125.390
7126,21,25,25,51.266,7.183,1,43.850,-51.696
7127,3,23,25,39.739,-104.984,3,39.739,-104.984
7128,17,19,16,40.016,-105.275,4,40.014,-105.270
7129,9,25,25,-27.450,153.033,1,-27.433,153.016
7130,18,17,11,40.054,116.398,6,40.024,116.321
7131,16,12,21,56.151,10.174,40,56.877,12.819
7132,12,25,25,60.216,24.666,1,0.000,0.000
7133,0,1,25,49.249,-123.119,2,22.283,113.950
7136,3,25,25,32.953,-96.890,1,33.030,-96.707
7137,15,0,4,39.947,-75.292,22,39.942,-75.145
7138,6,1,3,29.748,-95.378,50,31.859,-96.014
7139,3,4,1,35.689,139.712,19,0.000,0.000
7140,16,17,7,50.816,8.766,233,47.760,-16.958
7141,1,25,25,39.114,-94.627,2,39.032,-94.561
7142,9,8,7,60.224,24.756,104,51.220,6.767
7143,15,25,25,34.589,-112.325,1,34.544,-112.281
7144,1,15,25,40.675,-73.971,2,40.675,-73.971
7145,1,25,25,32.442,-96.229,2,48.763,-122.508
7147,4,25,25,39.289,-76.627,1,39.290,-76.612
7149,15,25,25,55.605,13.000,1,58.205,14.425
7150,21,10,14,0.000,0.000,22,48.378,-30.506
7152,9,25,25,52.205,20.977,1,52.051,20.443
7153,11,10,12,33.988,133.546,34,38.232,-122.636
7154,2,0,7,35.641,139.703,4,35.619,139.728
7155,7,21,0,37.774,-122.419,9,37.671,-122.471
7156,16,0,17,38.926,-77.081,68,38.654,-83.865
7157,4,1,15,33.197,-96.615,90,32.161,-95.751
7158,16,13,12,0.000,0.000,38,-41.450,147.166
7159,23,2,21,28.354,-80.726,32,28.331,-80.667
7160,23,22,25,0.000,0.000,64,18.678,-28.934
7161,14,12,17,0.000,0.000,262,10.480,-66.860
7162,21,25,25,42.358,-71.059,1,43.154,-77.615
7163,20,25,25,41.081,-81.519,1,41.872,-87.629
7164,10,12,9,0.000,0.000,14,0.000,0.000
7166,18,20,6,51.504,-0.064,6,51.525,-0.079
7167,0,2,1,35.111,-85.253,220,36.225,-96.989
7168,16,17,0,51.719,8.754,3,50.337,12.480
7169,15,25,25,35.662,139.732,2,35.684,139.853
7170,14,15,17,34.098,-118.217,70,33.719,-117.816
7171,23,16,0,41.085,-73.858,11,39.528,-88.918
7172,4,25,25,55.016,-7.300,1,45.361,-66.013
7173,13,12,14,-6.288,106.746,37,-5.085,83.672
7174,18,14,3,31.193,121.428,5,0.000,0.000
7175,2,16,0,35.747,139.726,23,25.098,39.075
7176,21,1,16,39.205,-76.652,14,40.992,-81.055
